"cyclone_id","cyclone_num","station_id","hour_maxrain","start","end"
"196419","6415","59023","20","1964/9/6 12:43","1964/9/6 13:43"
"196419","6415","59287","58","1964/9/6 4:34","1964/9/6 5:34"
"196419","6415","59501","16","1964/9/5 9:30","1964/9/5 10:30"
"196419","6415","59644","75","1964/9/6 12:45","1964/9/6 13:45"
"196419","6415","59663","54","1964/9/6 10:50","1964/9/6 11:50"
"196420","6416","57866","13","1964/9/10 20:28","1964/9/10 21:28"
"196420","6416","57957","29","1964/9/12 5:00","1964/9/12 6:00"
"196420","6416","59117","15","1964/9/11 15:29","1964/9/11 16:29"
"196420","6416","59265","13","1964/9/10 16:26","1964/9/10 17:26"
"196420","6416","59287","16","1964/9/11 2:00","1964/9/11 3:00"
"196420","6416","59293","11","1964/9/11 5:31","1964/9/11 6:31"
"196420","6416","59663","21","1964/9/10 12:11","1964/9/10 13:11"
"196421","6417","59082","35","1964/9/16 14:49","1964/9/16 15:49"
"196421","6417","59117","23","1964/9/18 13:26","1964/9/18 14:26"
"196421","6417","59134","12","1964/9/15 21:16","1964/9/15 22:16"
"196421","6417","59293","12","1964/9/16 17:00","1964/9/16 17:30"
"196421","6417","59316","14","1964/9/22 23:21","1964/9/23 0:21"
"196421","6417","59758","17","1964/9/21 12:20","1964/9/21 13:20"
"196421","6417","59838","15","1964/9/20 11:14","1964/9/20 12:14"
"196422","6418","59838","39","1964/9/13 16:30","1964/9/13 17:30"
"196427","6421","56964","18","1964/10/3 3:42","1964/10/3 4:42"
"196427","6421","59023","19","1964/10/3 0:21","1964/10/3 1:21"
"196427","6421","59663","13","1964/10/1 9:27","1964/10/1 10:27"
"196428","6422","59663","12","1964/10/6 17:59","1964/10/6 18:59"
"196428","6422","59758","62","1964/10/7 13:51","1964/10/7 14:51"
"196428","6422","59838","12","1964/10/8 6:38","1964/10/8 7:38"
"196429","6423","58847","20","1964/10/14 13:25","1964/10/14 14:25"
"196429","6423","59117","11","1964/10/13 13:15","1964/10/13 14:15"
"196429","6423","59293","33","1964/10/13 14:33","1964/10/13 15:33"
"196429","6423","59316","43","1964/10/13 14:17","1964/10/13 15:17"
"196429","6423","59501","37","1964/10/13 19:50","1964/10/13 20:50"
"196432","6424","59758","27","1964/10/23 1:37","1964/10/23 2:37"
"196511","6505","59501","17","1965/6/4 21:09","1965/6/4 22:09"
"196513","6506","58477","13","1965/6/18 11:23","1965/6/18 12:23"
"196517","6508","56571","14","1965/7/16 0:49","1965/7/16 1:49"
"196517","6508","56951","18","1965/7/17 3:53","1965/7/17 4:53"
"196517","6508","56964","27","1965/7/16 21:22","1965/7/16 22:22"
"196517","6508","56969","15","1965/7/16 17:41","1965/7/16 18:41"
"196517","6508","58847","18","1965/7/14 20:50","1965/7/14 21:50"
"196517","6508","59287","12","1965/7/14 18:45","1965/7/14 19:45"
"196517","6508","59293","14","1965/7/14 19:10","1965/7/14 20:10"
"196517","6508","59316","20","1965/7/15 3:13","1965/7/15 4:13"
"196517","6508","59431","24","1965/7/16 9:28","1965/7/16 10:28"
"196517","6508","59501","16","1965/7/15 11:14","1965/7/15 12:14"
"196517","6508","59644","41","1965/7/16 4:30","1965/7/16 5:30"
"196517","6508","59663","26","1965/7/15 9:24","1965/7/15 10:24"
"196517","6508","59758","43","1965/7/15 11:11","1965/7/15 12:11"
"196519","6509","57816","12","1965/7/24 20:04","1965/7/24 21:00"
"196519","6509","57902","15","1965/7/24 17:17","1965/7/24 18:17"
"196519","6509","57993","14","1965/7/23 14:24","1965/7/23 15:24"
"196519","6509","59023","25","1965/7/24 21:16","1965/7/24 22:16"
"196519","6509","59082","16","1965/7/23 15:55","1965/7/23 16:33"
"196519","6509","59287","14","1965/7/22 12:00","1965/7/22 12:44"
"196519","6509","59431","15","1965/7/23 19:38","1965/7/23 20:38"
"196519","6509","59501","20","1965/7/23 3:08","1965/7/23 4:08"
"196519","6509","59644","36","1965/7/24 6:10","1965/7/24 7:10"
"196519","6509","59663","13","1965/7/24 0:16","1965/7/24 1:16"
"196519","6509","59758","23","1965/7/23 8:49","1965/7/23 9:49"
"196521","6510","54377","14","1965/7/29 23:19","1965/7/30 0:19"
"196521","6510","54497","53","1965/7/28 18:23","1965/7/28 19:23"
"196521","6510","54753","59","1965/7/27 9:26","1965/7/27 10:26"
"196521","6510","54843","62","1965/7/27 15:45","1965/7/27 16:45"
"196521","6510","57799","50","1965/7/28 18:00","1965/7/28 19:00"
"196521","6510","58040","22","1965/7/28 1:28","1965/7/28 2:28"
"196521","6510","58102","11","1965/7/27 15:16","1965/7/27 16:16"
"196521","6510","58150","25","1965/7/27 15:06","1965/7/27 16:06"
"196521","6510","58847","15","1965/7/27 4:52","1965/7/27 5:52"
"196521","6510","59134","32","1965/7/27 15:05","1965/7/27 16:05"
"196521","6510","59287","53","1965/7/27 22:48","1965/7/27 23:48"
"196521","6510","59293","17","1965/7/28 2:30","1965/7/28 3:30"
"196521","6510","59501","48","1965/7/28 0:39","1965/7/28 1:39"
"196522","6512","50788","16","1965/8/7 8:40","1965/8/7 9:40"
"196522","6512","50978","15","1965/8/7 12:25","1965/8/7 13:25"
"196522","6512","54094","11","1965/8/7 9:03","1965/8/7 10:03"
"196522","6512","54292","16","1965/8/7 23:30","1965/8/8 0:30"
"196525","6513","58150","21","1965/8/20 20:00","1965/8/20 21:00"
"196525","6513","58221","40","1965/8/20 4:08","1965/8/20 5:08"
"196525","6513","58238","19","1965/8/20 12:56","1965/8/20 13:56"
"196525","6513","58251","89","1965/8/21 6:16","1965/8/21 7:16"
"196525","6513","58265","25","1965/8/19 9:07","1965/8/19 9:46"
"196525","6513","58457","41","1965/8/21 12:03","1965/8/21 13:03"
"196525","6513","58847","32","1965/8/20 7:32","1965/8/20 8:32"
"196526","6514","59663","24","1965/8/17 11:50","1965/8/17 12:50"
"196526","6514","59758","12","1965/8/17 7:49","1965/8/17 8:21"
"196530","6517","56969","33","1965/9/6 22:10","1965/9/6 23:10"
"196530","6517","59082","13","1965/9/6 16:51","1965/9/6 17:51"
"196530","6517","59265","19","1965/9/4 20:54","1965/9/4 21:54"
"196530","6517","59287","12","1965/9/4 16:00","1965/9/4 16:54"
"196530","6517","59431","12","1965/9/6 13:16","1965/9/6 14:14"
"196530","6517","59644","47","1965/9/5 20:32","1965/9/5 21:32"
