year,id,cyclone_id,china_id,e_name,c_name,land_total,land_order,land_province,land_level
2000,7,200007,4,Kai-tak,启德,2,2,浙江,STS
2000,8,200008,,,,1,1,广东,TD
2000,12,200012,8,Jelawat,杰拉华,1,1,浙江,TY
2000,14,200014,10,Bilis,碧利斯,2,1,台湾,TY
2000,14,200014,10,Bilis,碧利斯,2,2,福建,TY
2000,17,200017,13,Maria,玛利亚,1,1,广东,STS
2000,20,200020,16,Wukong,悟空,1,1,海南,TY
2001,2,200102,102,Chebi,飞燕,1,1,福建,TY
2001,3,200103,103,Durian,榴莲,2,1,广东,TY
2001,3,200103,103,Durian,榴莲,2,2,广西,STS
2001,4,200104,104,Utor,尤特,1,1,广东,STS
2001,5,200105,105,Trami,潭美,1,1,台湾,TS
2001,7,200107,107,Yutu,玉兔,1,1,广东,TY
2001,8,200108,108,Toraji,桃芝,3,1,台湾,TY
2001,8,200108,108,Toraji,桃芝,3,2,福建,STS
2001,8,200108,108,Toraji,桃芝,3,3,山东,TD
2001,9,200109,,,,2,1,台湾,TD
2001,9,200109,,,,2,2,福建,TD
2001,16,200116,114,Fitow,菲特,3,1,海南,TD
2001,16,200116,114,Fitow,菲特,3,2,广西,TS
2001,16,200116,114,Fitow,菲特,3,3,海南,
2001,18,200118,116,Nari,百合,2,1,台湾,TY
2001,18,200118,116,Nari,百合,2,2,广东,STS
2001,21,200121,119,Lekima,利奇马,1,1,台湾,TY
2002,10,200210,208,Nakri,娜基莉,1,1,台湾,TS
2002,11,200211,209,Fengshen,风神,1,1,山东,TD
2002,15,200215,212,Kammuri,北冕,1,1,广东,STS
2002,17,200217,214,Vongfong,黄蜂,1,1,广东,STS
2002,19,200219,216,Sinlaku,森拉克,1,1,浙江,TY
2002,21,200221,218,Hagupit,黑格比,1,1,广东,STS
2002,23,200223,220,Mekkhala,米克拉,3,1,海南,TS
2002,23,200223,220,Mekkhala,米克拉,3,2,广西,TS
2002,23,200223,220,Mekkhala,米克拉,3,3,广东,TD
2003,8,200308,308,Koni,天鹅,1,1,海南,TS
2003,9,200309,307,Imbudo,伊布都,1,1,广东,TY
2003,10,200310,309,Morakot,莫拉克,2,1,台湾,STS
2003,10,200310,309,Morakot,莫拉克,2,2,福建,TD
2003,12,200312,312,Krovanh,科罗旺,2,1,海南,TY
2003,12,200312,312,Krovanh,科罗旺,2,2,广东,TY
2003,13,200313,311,Vamco,环高,1,1,浙江,TS
2003,15,200315,313,Dujuan,杜鹃,3,1,广东,TY
2003,15,200315,313,Dujuan,杜鹃,3,2,广东,TY
2003,15,200315,313,Dujuan,杜鹃,3,3,广东,TY
2003,23,200323,320,Nepartak,尼伯特,1,1,海南,TY
2004,10,200410,407,Mindule,蒲公英,2,1,台湾,STS
2004,10,200410,407,Mindule,蒲公英,2,2,浙江,STS
2004,12,200412,409,Kompasu,圆规,1,1,香港,TS
2004,14,200414,411,,,1,1,广东,TS
2004,17,200417,414,Rananim,云娜,1,1,浙江,STY
2004,20,200420,418,Chaba,暹芭,1,1,福建,TY
2004,25,200425,421,Haima,海马,2,1,台湾,TD
2004,25,200425,421,Haima,海马,2,2,浙江,TS
2004,29,200429,425,Nock-ten,洛坦,1,1,台湾,STY
2004,32,200432,428,Nanmadol,南玛都,1,1,台湾,STS
2005,5,200505,505,Haitang,海棠,2,1,台湾,STY
2005,5,200505,505,Haitang,海棠,2,2,福建,TY
2005,8,200508,508,Washi,天鹰,1,1,海南,STS
2005,9,200509,509,Matsa,麦莎,2,1,浙江,STY
2005,9,200509,509,Matsa,麦莎,2,2,辽宁,TD
2005,10,200510,510,Sanvn,珊瑚,1,1,广东,STS
2005,13,200513,513,Talim,泰利,2,1,台湾,TY
2005,13,200513,513,Talim,泰利,2,2,福建,TY
2005,15,200515,515,Khanun,卡努,1,1,浙江,STY
2005,18,200518,518,Damrcy,达维,1,1,海南,STY
2005,19,200519,519,Longwang,龙王,2,1,台湾,STY
2005,19,200519,519,Longwang,龙王,2,2,福建,STS
2006,2,200602,601,Chanchu,珍珠,1,1,广东,TY
2006,3,200603,602,Jelawat,杰拉华,1,1,广东,TD
2006,5,200605,,,,1,1,海南,TD
2006,6,200606,604,Bilis,碧利斯,2,1,台湾,STS
2006,6,200606,604,Bilis,碧利斯,2,2,福建,STS
2006,7,200607,605,Kaemi,格美,2,1,台湾,TY
2006,7,200607,605,Kaemi,格美,2,2,福建,TY
2006,8,200608,606,Prapiroon,派比安,1,1,广东,TY
2006,10,200610,608,Saomai,桑美,1,1,浙江,SuperTY
2006,11,200611,609,Bopha,宝霞,1,1,台湾,TS
2006,14,200614,,,,1,1,广东,TD
2006,17,200617,,,,1,1,广东,TD
2007,3,200703,703,Toraji,桃芝,2,1,海南,TD
2007,3,200703,703,Toraji,桃芝,2,2,广西,TS
2007,7,200707,707,Pabuk,帕布,3,1,台湾,S
2007,7,200707,707,Pabuk,帕布,3,2,香港,TS
2007,7,200707,707,Pabuk,帕布,3,3,广东,TD
2007,8,200708,708,Wutip,蝴蝶,1,1,台湾,TS
2007,9,200709,709,Sepat,圣帕,2,1,台湾,STY
2007,9,200709,709,Sepat,圣帕,2,2,福建,TY
2007,13,200713,713,Wipha,韦帕,1,1,浙江,STY
2007,14,200714,714,Francisco,范斯高,1,1,海南,TS
2007,16,200716,716,Krosa,罗莎,3,1,台湾,STY
2007,16,200716,716,Krosa,罗莎,3,2,台湾,STY
2007,16,200716,716,Krosa,罗莎,3,3,浙江－福建,TY
2008,2,200802,801,Neoguri,浣熊,2,1,海南,STS
2008,2,200802,801,Neoguri,浣熊,2,2,广东,TD
2008,7,200807,806,Fengshen,风神,1,1,广东,TS
2008,8,200808,807,Kalmaegi,海鸥,2,1,台湾,TY
2008,8,200808,807,Kalmaegi,海鸥,2,2,福建,STS
2008,9,200809,808,Fung-wong,凤凰,2,1,台湾,STY
2008,9,200809,808,Fung-wong,凤凰,2,2,福建,TY
2008,10,200810,809,Kammuri,北冕,2,1,广东,TS
2008,10,200810,809,Kammuri,北冕,2,2,广西,TS
2008,13,200813,812,Nuri,鹦鹉,2,1,香港,STS
2008,13,200813,812,Nuri,鹦鹉,2,2,广东,STS
2008,15,200815,813,Sinlaku,森拉克,1,1,台湾,STY
2008,16,200816,814,Hagupit,黑格比,1,1,广东,STY
2008,17,200817,815,Jangmi,蔷薇,1,1,台湾,SuperTY
2008,19,200819,817,Higos,海高斯,2,1,海南,TS
2008,19,200819,817,Higos,海高斯,2,2,广东,TD
2009,3,200903,903,Linfa,莲花,1,1,福建,STS
2009,4,200904,904,Nangka,浪卡,1,1,广东,TS
2009,5,200905,905,Soudelor,苏迪罗,2,1,海南,TS
2009,5,200905,905,Soudelor,苏迪罗,2,2,广东,TS
2009,6,200906,,,,2,1,台湾,TY
2009,6,200906,,,,2,2,福建,TS
2009,7,200907,906,Molave,莫拉菲,1,1,广东,TY
2009,8,200908,907,Goni,天鹅,1,1,广东,STS
2009,9,200909,908,Morakot,莫拉克,2,1,台湾,TY
2009,9,200909,908,Morakot,莫拉克,2,2,福建,TY
2009,14,200914,913,Mujigae,彩虹,1,1,海南,TS
2009,16,200916,915,Koppu,巨爵,1,1,广东,TY
2009,17,200917,916,Pama,芭玛,1,1,海南,TS
2009,23,200923,,,,1,1,海南,TD
2010,2,201002,1002,Conson,康森,1,1,海南,TY
2010,3,201003,1003,Chanthu,灿都,1,1,广东,TY
2010,7,201007,1006,Lionrock,狮子山,1,1,福建,TS
2010,9,201009,1008,Namtheun,南川,1,1,福建,TS
2010,11,201011,1010,Meranti,莫兰蒂,1,1,福建,TY
2010,12,201012,1011,Fanapi,凡亚比,2,1,台湾,STY
2010,12,201012,1011,Fanapi,凡亚比,2,2,福建,TY
2010,14,201014,,,,1,1,海南,TD
2010,15,201015,1013,Megi,鲇鱼,1,1,福建,TY
2011,6,201106,1103,Sarika,莎莉嘉,1,1,广东,TS
2011,7,201107,1104,Haima,海马,2,1,广东,TS
2011,7,201107,1104,Haima,海马,2,2,广东,TS
2011,8,201108,1105,Meari,米雷,1,1,山东,TS
2011,11,201111,1108,Nock-ten,洛坦,1,1,海南,STS
2011,15,201115,1111,Nanmadol,南玛都,2,1,台湾,TY
2011,15,201115,1111,Nanmadol,南玛都,2,2,福建,TS
2011,21,201121,1117,Nesat,纳沙,2,1,海南,STY
2011,21,201121,1117,Nesat,纳沙,2,1,广东,TY
2011,23,201123,1119,Nalgae,尼格,1,1,海南,STS
2012,7,201207,1206,Doksuri,杜苏芮,1,1,广东,STS
2012,9,201209,1208,Vicente,韦森特,1,1,广东,TY
2012,10,201210,1209,Saola,苏拉,2,1,台湾,TY
2012,10,201210,1209,Saola,苏拉,2,2,福建,STS
2012,11,201211,1210,Damrey,达维,1,1,江苏,TY
2012,12,201212,1211,Haikui,海葵,1,1,浙江,STY
2012,14,201214,1213,Kai-tak,启德,1,1,广东,TY
2012,15,201215,1214,Tembin,天秤,1,1,台湾,STY
2013,5,201305,1305,Bebinca,贝碧嘉,1,1,海南,TS
2013,6,201306,1306,Rumbia,温比亚,1,1,广东,STS
2013,7,201307,1307,Soulik,苏力,2,1,台湾,STY
2013,7,201307,1307,Soulik,苏力,2,2,福建,STS
2013,8,201308,1308,Cimaron,西马仑,1,1,福建,TS
2013,9,201309,1309,Jebi,飞燕,1,1,海南,STS
2013,11,201311,1311,Utor,尤特,1,1,广东,STY
2013,12,201312,1312,Trami,潭美,1,1,福建,TY
2013,13,201313,,,,1,1,浙江,TD
2013,20,201320,1320,Usagi,天兔,1,1,广东,STY
2013,25,201325,1323,Fitow,菲特,1,1,福建,STY
